IDs,SFR,sSFR,stellar_mass,new_stellar_mass
1484096290,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.]","[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.]","[-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00  4.50944648e+06
  4.44272387e+06  4.37519462e+06  4.33439486e+06  4.31317137e+06
  4.30743211e+06  4.29635599e+06  4.28345560e+06  4.26372216e+06
  4.25624229e+06  4.24445996e+06  4.23406150e+06  4.21981087e+06
  4.21702155e+06  4.19628557e+06  4.19626413e+06  4.18619670e+06
  4.18122753e+06  4.18118009e+06  4.18117238e+06  4.16638317e+06
  4.11715803e+06  4.06793695e+06  3.99412423e+06]","[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.]"
14840963,"[   886.70755488   9186.27497     19090.79929956  39137.78235547
   8938.60381772  25484.49896276  34878.37700062  17731.32468213
  13649.83154933 260570.3721468  116384.43724765 181092.35439282
  74843.78608605  86053.32419224 572359.93377801 283150.49584359
 448391.26118842 131665.22173653 177564.24344735 186756.98161301
 154016.61836426 132144.62609027 161366.54969105 113138.81746295
 132581.62592701 107590.05564322  76784.98412602  78666.33378024
 103021.4578824  137490.0546923  106600.83471368 114840.76229244
 151796.60653278 166521.84489982 168180.97705084 130125.33328895
 104120.30754428 121188.16001381 127211.58631416 128731.11439673
 137052.56650039 111944.33507484  98869.53071401]","[1.61354839e-04 1.40182832e-03 2.20049015e-03 2.91433256e-03
 5.41119026e-04 1.23611851e-03 1.09288664e-03 4.68245888e-04
 2.85373485e-04 1.99653922e-03 7.38033409e-04 1.37289908e-03
 5.48059282e-04 3.10593496e-04 1.39769806e-03 6.13034261e-04
 8.69787164e-04 2.11884441e-04 2.81912889e-04 2.61602608e-04
 2.04663976e-04 1.61348784e-04 1.84875496e-04 1.25765665e-04
 1.45488417e-04 1.15686649e-04 8.04330138e-05 8.00524939e-05
 1.01663710e-04 1.30032932e-04 9.74264781e-05 1.00393323e-04
 1.27408283e-04 1.33985707e-04 1.35087657e-04 1.00926084e-04
 7.85682963e-05 8.89672296e-05 9.29421883e-05 9.17198476e-05
 9.49577878e-05 7.58825306e-05 6.58171330e-05]","[5.49538866e+06 6.55306704e+06 8.67570312e+06 1.34294153e+07
 1.65187387e+07 2.06165500e+07 3.19139933e+07 3.78675502e+07
 4.78314638e+07 1.30511021e+08 1.57695351e+08 1.31905074e+08
 1.36561479e+08 2.77060934e+08 4.09501844e+08 4.61883640e+08
 5.15518370e+08 6.21401087e+08 6.29855003e+08 7.13895718e+08
 7.52534087e+08 8.18999825e+08 8.72839036e+08 8.99600204e+08
 9.11286470e+08 9.30012729e+08 9.54645121e+08 9.82684361e+08
 1.01335529e+09 1.05734795e+09 1.09416697e+09 1.14390837e+09
 1.19141867e+09 1.24283290e+09 1.24497664e+09 1.28931321e+09
 1.32522038e+09 1.36216628e+09 1.36871736e+09 1.40352517e+09
 1.44329991e+09 1.47523197e+09 1.50218531e+09]","[   88670.75548788   918627.49700017  1909079.92995637  3913778.23554711
   893860.38177221  2548449.89627638  3487837.70006174  1773132.46821316
  1364983.1549334  26057037.21468021 11638443.72476511 18109235.43928225
  7484378.60860537  8605332.41922354 57235993.37780066 28315049.58435937
 44839126.11884153 13166522.1736534  17756424.34473518 18675698.16130054
 15401661.83642612 13214462.60902697 16136654.96910542 11313881.74629453
 13258162.59270086 10759005.56432186  7678498.41260186  7866633.37802424
 10302145.78823957 13749005.46922986 10660083.47136811 11484076.22924372
 15179660.65327845 16652184.48998178 16818097.70508397 13012533.32889512
 10412030.75442829 12118816.00138112 12721158.63141588 12873111.43967269
 13705256.65003911 11194433.50748366  9886953.07140118]"
1484096306,"[ 0.          0.         69.34592017 64.01721878  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.        ]","[       nan        nan 0.01       0.00346416 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[    0.             0.          6934.59201705 18479.86214357
 17185.81895431 16859.71462017 16428.85160447 16192.59235961
 15813.50423129 15679.47446228 15554.22826461 15401.18670929
 15359.9211077  15262.32563063 15206.03461287 15122.4097808
 15079.54410472 14981.29063696 14972.75014222 14880.73981454
 14800.20028529 14739.41170252 14738.84351633 14738.50847644
 14738.41305916 14738.21747531 14737.96230962 14737.73650311
 14737.54480503 14737.35526571 14737.19249505 14737.04483572
 14736.91099247 14736.7926923  14736.78794303 14736.67482389
 14736.5703398  14736.47449077 14736.45808417 14736.38468626
 14736.30135804 14736.22364261 14736.1511082 ]","[   0.            0.         6934.59201705 6401.721878      0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.        ]"
148409636,"[-1.         -1.         -1.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         64.63677488 79.53117145 66.34153206 65.00986942  0.
  0.          0.          0.          0.          0.          0.
  0.        ]","[-1.00000000e+00 -1.00000000e+00 -1.00000000e+00             nan
             nan             nan             nan             nan
             nan             nan             nan             nan
             nan             nan             nan             nan
             nan             nan             nan             nan
             nan             nan             nan             nan
             nan             nan             nan             nan
  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.73639325e-03
  1.66191612e-03  9.73280589e-04  9.57722987e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00]","[-1.00000000e+00 -1.00000000e+00 -1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  5.79910688e+03  5.46711345e+03  5.31448076e+03  2.36211571e+04
  4.78551056e+04  6.81628020e+04  6.78796168e+04  8.83560024e+04
  1.03401181e+05  1.24153341e+05  1.23423685e+05  1.27025693e+05
  1.30599573e+05  1.28668841e+05  1.27299919e+05]","[-1.00000000e+00 -1.00000000e+00 -1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.46367749e+03
  7.95311715e+03  6.63415321e+03  6.50098694e+03  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00]"
1484096380,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1.  0.]","[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1.  0.]","[-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00  2.45714342e+04]","[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1.  0.]"
148409639,"[    0.             0.             0.             0.
   539.0428344   1036.4546665   3564.54537558  8161.62983763
  5723.72911461  2899.70442144  9586.43899799 13476.55099028
 10000.93629551  4052.19135207  2018.75072751  2610.68199925
   934.10220165  2515.94096268  1785.65574868    65.6278712
  9127.47017737   902.25342701   141.01277732   942.0666782
   713.65000459  1908.79182977   493.11064967   396.98425341
  1240.95625375     0.           547.00503993     0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.        ]","[           nan            nan            nan 0.00000000e+00
 5.24226876e-03 5.19906981e-03 4.32735955e-03 4.03718431e-03
 1.56563532e-03 5.66625958e-04 1.46839523e-03 1.69296548e-03
 1.13369796e-03 4.50720948e-04 2.22292468e-04 2.72817754e-04
 9.66120120e-05 2.52990059e-04 1.79899915e-04 6.25558458e-06
 7.70761042e-04 7.60634107e-05 1.15904531e-05 7.58699242e-05
 5.73526453e-05 1.50365453e-04 3.81171783e-05 2.98064569e-05
 8.98007537e-05 0.00000000e+00 3.93516018e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 6.11250690e+03
 1.02826249e+05 1.99353866e+05 8.23722950e+05 2.02161438e+06
 3.65585077e+06 5.11749309e+06 6.52851414e+06 7.96032240e+06
 8.82151744e+06 8.99046599e+06 9.08150755e+06 9.56932590e+06
 9.66859278e+06 9.94482144e+06 9.92582873e+06 1.04910853e+07
 1.18421530e+07 1.18618587e+07 1.21662868e+07 1.24168660e+07
 1.24431925e+07 1.26943509e+07 1.29367039e+07 1.33187334e+07
 1.38189960e+07 1.38188520e+07 1.39004517e+07 1.38718682e+07
 1.38910560e+07 1.38605699e+07 1.38591986e+07 1.38336275e+07
 1.38047931e+07 1.37864442e+07 1.37837166e+07 1.37716809e+07
 1.37593383e+07 1.37492355e+07 1.37409283e+07]","[      0.               0.               0.               0.
   53904.28343999  103645.46664962  356454.53755785  816162.98376345
  572372.9114615   289970.44214352  958643.89979901 1347655.09902822
 1000093.62955139  405219.13520652  201875.07275131  261068.19992487
   93410.2201649   251594.09626769  178565.57486836    6562.78712041
  912747.01773664   90225.3427007    14101.27773157   94206.66782005
   71365.00045899  190879.1829766    49311.06496687   39698.42534061
  124095.62537507       0.           54700.50399336       0.
       0.               0.               0.               0.
       0.               0.               0.               0.
       0.               0.               0.        ]"
14840964,"[     0.          17338.69366754  72802.79363665  84635.32475203
 195304.605187    47712.3221183   90289.98191929 125862.66683895
  44256.64710625  38032.1177665   50066.84614168  69159.75618386
  52869.67130719  77993.05168623 134575.86706666  67574.01808534
  48761.16964235  79734.66890337  67036.65595088  38030.50182943
  47335.98582451  26061.092113    28406.58508023  37837.95938283
  23674.13933331  30193.67733831  28477.16398602  12678.3246533
  13931.97563728  35310.17977296  25685.84779019  24595.85375049
  24627.56690738  31252.21782953  28070.11486255  18958.68453389
  30368.2222498   24399.80106169  31438.91387336  31130.74228987
  25354.18118955  33435.5032022   25734.91664765]","[           nan 5.59861022e-03 6.94266094e-03 4.49673269e-03
 4.12978463e-03 9.44223870e-04 1.41245838e-03 1.59086041e-03
 3.80172873e-04 3.15753546e-04 3.76957162e-04 4.61810613e-04
 3.44672682e-04 4.60872258e-04 7.06932466e-04 3.36792272e-04
 2.37915213e-04 3.52196137e-04 2.93575053e-04 1.52429039e-04
 1.78640902e-04 9.19611570e-05 9.56380378e-05 1.23802414e-04
 7.70195513e-05 9.68294881e-05 8.92126267e-05 3.87892048e-05
 4.18335715e-05 1.03622531e-04 7.40551492e-05 6.95076995e-05
 6.78944388e-05 8.42220057e-05 7.56200053e-05 5.02331689e-05
 7.87920003e-05 6.19627104e-05 7.94596549e-05 7.72179560e-05
 6.14552653e-05 7.89929850e-05 5.96012677e-05]","[0.00000000e+00 3.09696389e+06 1.04862954e+07 1.88215157e+07
 4.72917169e+07 5.05307307e+07 6.39239947e+07 7.91160973e+07
 1.16411902e+08 1.20448743e+08 1.32818397e+08 1.49757832e+08
 1.53390953e+08 1.69229218e+08 1.90365945e+08 2.00640049e+08
 2.04951878e+08 2.26392798e+08 2.28345887e+08 2.49496436e+08
 2.64978431e+08 2.83392390e+08 2.97021831e+08 3.05631838e+08
 3.07378308e+08 3.11823164e+08 3.19205532e+08 3.26851884e+08
 3.33033378e+08 3.40757743e+08 3.46847560e+08 3.53857974e+08
 3.62733198e+08 3.71069503e+08 3.71199588e+08 3.77413668e+08
 3.85422659e+08 3.93782017e+08 3.95658827e+08 4.03154187e+08
 4.12563205e+08 4.23271803e+08 4.31784719e+08]","[       0.          1733869.36675431  7280279.36366485  8463532.47520285
 19530460.51869985  4771232.21182962  9028998.19192922 12586266.68389457
  4425664.71062491  3803211.7766501   5006684.61416767  6915975.6183864
  5286967.13071921  7799305.16862347 13457586.70666631  6757401.80853436
  4876116.96423536  7973466.89033737  6703665.59508813  3803050.18294272
  4733598.58245131  2606109.21130034  2840658.50802276  3783795.93828347
  2367413.93333125  3019367.73383119  2847716.39860228  1267832.46533034
  1393197.56372763  3531017.97729628  2568584.77901853  2459585.37504912
  2462756.69073788  3125221.78295344  2807011.48625472  1895868.45338943
  3036822.22498022  2439980.10616923  3143891.38733553  3113074.22898689
  2535418.11895479  3343550.32021975  2573491.66476541]"
1484096438,"[2839.60933668  269.03923609  202.06246237   64.24209703    0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.        ]","[0.01       0.00099174 0.00070465 0.00022727 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[283960.93366757 271279.83905046 286754.4836857  282671.51929607
 273831.07838172 270701.34779135 265992.96324444 263143.13775165
 258201.21400016 256353.04463642 254582.05145053 252363.85687365
 251756.06473617 250303.05332603 249455.40285547 248183.78186493
 247526.44268258 246006.25620778 245873.26178109 244432.13737873
 243158.70043749 241704.03714257 241145.47514368 241033.23160206
 241012.53295902 241003.80033446 240999.26693399 240995.2464554
 240991.8105696  240988.41656378 240985.49446337 240982.83832244
 240980.41403257 240978.27556281 240978.19223459 240976.1474551
 240974.25896999 240972.51037267 240972.2223938  240970.88655179
 240969.37412305 240967.96056561 240966.63724442]","[283960.93366757  26903.92360909  20206.24623709   6424.2097031
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.        ]"
148409644,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         9826.13256571 9825.78198274 9825.57430983 9825.51472799
 9825.3921103  9825.23236191 9825.09031536 9824.96899293 9824.84896575
 9824.74577692 9824.65165489 9824.56616791 9824.49017949 9824.48758897
 9824.41548632 9824.34856469 9824.28639234 9824.27603028 9824.22896927
 9824.17500022 9824.12491694 9824.07785592]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
148409648,"[-1.00000000e+00 -1.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.40061811e+02  6.13697388e+02  7.64516761e+02
  8.84310332e+02  6.17193188e+02  6.10128017e+02  4.06695583e+02
  1.06592827e+03  2.36589431e+03  1.25106633e+03  2.64932955e+02
  2.61718040e+02  0.00000000e+00  7.35634203e+01  0.00000000e+00
  6.47673670e+01  7.23008424e+01  3.40357086e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00]","[-1.00000000e+00 -1.00000000e+00             nan             nan
             nan             nan             nan             nan
             nan             nan             nan             nan
             nan             nan             nan             nan
             nan             nan             nan             nan
             nan  2.52970671e-03  1.73824763e-03  1.17640367e-03
  1.15941334e-03  6.92142664e-04  5.52340729e-04  3.06274599e-04
  6.46707303e-04  1.06233642e-03  4.75096404e-04  9.43090415e-05
  9.23551472e-05  0.00000000e+00  2.62146584e-05  0.00000000e+00
  2.27869084e-05  2.55927915e-05  1.19488174e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00]","[-1.00000000e+00 -1.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.34427366e+05  3.53055214e+05  6.49876212e+05
  7.62722234e+05  8.91713834e+05  1.10462254e+06  1.32787892e+06
  1.64823911e+06  2.22706694e+06  2.63328941e+06  2.80919996e+06
  2.83382192e+06  2.80030446e+06  2.80619412e+06  2.83205423e+06
  2.84230603e+06  2.82504714e+06  2.84845835e+06  2.84705229e+06
  2.84850274e+06  2.83408530e+06  2.82299330e+06]","[-1.00000000e+00 -1.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.40061811e+04  6.13697388e+04  7.64516761e+04
  8.84310332e+04  6.17193188e+04  6.10128017e+04  4.06695583e+04
  1.06592827e+05  2.36589431e+05  1.25106633e+05  2.64932955e+04
  2.61718040e+04  0.00000000e+00  7.35634203e+03  0.00000000e+00
  6.47673670e+03  7.23008424e+03  3.40357086e+04  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00]"
1484096563,"[-1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.]","[-1. -1. nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.]","[-1.00000000e+00 -1.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.18915049e+05  1.19725166e+05  1.19724990e+05  1.19724885e+05
  1.19724856e+05  1.19724794e+05  1.19724714e+05  1.19724643e+05
  1.19724582e+05  1.19724529e+05  1.19724477e+05  1.19724430e+05
  1.19724387e+05  1.19724349e+05  1.19724348e+05  1.19724311e+05
  1.19724278e+05  1.19724246e+05  1.19724241e+05  1.19724218e+05
  1.19724191e+05  1.19724166e+05  1.19724142e+05]","[-1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.]"
148409662,"[  726.50598139  2942.89280655  4643.04826833  7137.49206186
 23666.26708771 21939.02432929  8368.74584126  5575.66300084
 15199.88608271  9578.07898872 11591.10433799   982.86985567
 35878.38475936 21181.49711745     0.          5256.67585935
   853.55884276   133.88987691  2058.41120311  2233.55077585
  4930.4948028    481.99195396     0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.        ]","[1.00000000e-02 6.47548966e-03 4.70589826e-03 2.98614340e-03
 4.15993645e-03 2.61004172e-03 6.56252139e-04 3.95340157e-04
 8.48553230e-04 4.92542723e-04 4.97699041e-04 3.75258348e-05
 1.21592845e-03 6.78276938e-04 0.00000000e+00 1.70162305e-04
 2.76575496e-05 4.16519342e-06 6.37483345e-05 6.61943045e-05
 1.42033977e-04 1.39211182e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[   72650.59813906   454466.45149599   986644.42146382  2390204.05679246
  5689093.41994508  8405622.07498747 12752333.04071865 14103457.24242342
 17912707.83188186 19446189.19694861 23289384.50190435 26191818.52089316
 29506986.70988561 31228390.52492279 30674229.88322296 30892128.95030689
 30861694.39757358 32144936.25852208 32289646.77517011 33742340.72249882
 34713488.32365931 34623077.36584153 34526467.28079047 34298735.83497848
 34237557.71221171 34117647.27206708 33973270.60236944 33856298.76421961
 33765923.09180058 33688396.29515004 33632435.94405479 33593858.67139386
 33565653.86131955 33529771.05494906 33529020.50084975 33493548.75042068
 33404924.45019854 33275616.47596242 33250283.63207706 33065533.7801001
 32675327.77079564 31926722.61662078 30637646.76405593]","[  72650.59813906  294289.28065486  464304.82683348  713749.20618602
 2366626.70877142 2193902.43292921  836874.58412574  557566.30008444
 1519988.60827076  957807.89887239 1159110.43379879   98286.98556731
 3587838.47593606 2118149.71174513       0.          525667.58593459
   85355.88427634   13388.98769099  205841.12031107  223355.07758519
  493049.48028027   48199.1953961        0.               0.
       0.               0.               0.               0.
       0.               0.               0.               0.
       0.               0.               0.               0.
       0.               0.               0.               0.
       0.               0.               0.        ]"
