h148_s_rbins,h148_s_density,h148_s_mass,h148_d_rbins,h148_d_density,h148_d_mass,h148_g_rbins,h148_g_density,h148_g_mass,h229_s_rbins,h229_s_density,h229_s_mass,h229_d_rbins,h229_d_density,h229_d_mass,h229_g_rbins,h229_g_density,h229_g_mass,h242_s_rbins,h242_s_density,h242_s_mass,h242_d_rbins,h242_d_density,h242_d_mass,h242_g_rbins,h242_g_density,h242_g_mass,h329_s_rbins,h329_s_density,h329_s_mass,h329_d_rbins,h329_d_density,h329_d_mass,h329_g_rbins,h329_g_density,h329_g_mass
18.750033983904018,286874.16670623125,1902077163.5758963,18.75875,2229031.7289342093,14792021381.517939,18.75875,87600.3819691774,581322691.05778,18.750021839008138,183746.68010819276,1218303997.129512,18.75875,1525171.0087474568,10121148963.0301,18.75875,473411.171746124,3141591967.4083805,18.75323155446072,128998.2889908761,855574994.0490173,18.75875,1473315.3860584535,9777031169.814827,18.75875,217289.02023459715,1441946200.925573,18.7506013852376,28487.721981288807,188894278.3091547,18.75875,1342925.8630635026,8911756536.42527,18.75875,27479.385891932925,182355261.42950273
20.25003359551654,186439.73949923218,1441748565.7937584,20.258650000000003,1870004.8718680097,14472189768.314041,20.258650000000003,78123.77535340826,604609174.7355951,20.250021589419475,133317.35398917497,1030949165.729414,20.258650000000003,1282675.0788846896,9926774754.422483,20.258650000000003,487940.4114679469,3776228787.7567573,20.253194622409737,95221.35059457818,736563682.6091292,20.258650000000003,1253577.7653992372,9701587190.02382,20.258650000000003,222077.58804293323,1718684825.7974212,20.250594512263454,19889.17780376405,153811936.4538791,20.258650000000003,1133272.7239283288,8770532187.737835,20.258650000000003,23956.506994488762,185402252.48924127
21.750033207129068,130047.30428765746,1160097024.9199831,21.75855,1598732.9925857803,14271839379.284777,21.75855,70068.13876429161,625496081.3888075,21.75002133983081,94107.65979846963,839493811.6884953,21.75855,1089009.103305139,9721550175.68762,21.75855,381890.02650169487,3409120312.184062,21.75315769035876,72494.08519534241,646859054.6097158,21.75855,1076047.3657752285,9605841150.502537,21.75855,225066.67073996988,2009163124.3788671,21.750587639289314,14245.199343065575,127081327.55675016,21.75855,966565.7885949315,8628502538.142517,21.75855,20311.093039155596,181316491.7574467
23.250032818741595,91444.40184664271,932085791.5502589,23.258450000000003,1382737.5789079303,14103404336.762608,23.258450000000003,63439.98920434075,647064079.6320235,23.250021090242146,67405.21375906304,687055557.3154031,23.258450000000003,936876.1734458095,9555785341.438951,23.258450000000003,306132.27257464116,3122434282.9115143,23.25312075830778,56823.51944743831,579337470.4136175,23.258450000000003,934939.7233321477,9536034277.0667,23.258450000000003,175409.81784554315,1789114307.3347366,23.250580766315167,10356.720944012837,105569781.65385823,23.258450000000003,827130.1487638148,8436417079.483616,23.258450000000003,17846.989987555793,182032599.5533046
24.750032430354118,70048.95787522748,809071954.0372796,24.75835,1210991.7282133866,13995536399.36479,24.75835,56351.946456867445,651264331.074913,24.75002084065348,48971.51035395876,565625004.9798436,24.75835,813517.1381226708,9401888099.516958,24.75835,224229.4752271971,2591439486.529444,24.7530838262568,46650.29806043897,538934954.0321494,24.75835,821046.2745345535,9488902981.826475,24.75835,151686.97868683856,1753059564.37321,24.750573893341027,8042.537958857492,92895720.0359286,24.75835,724209.037829362,8369746641.162686,24.75835,16115.371169209635,186246741.850746
26.250032041966644,50552.18964620485,656778332.7840321,26.258250000000004,1064471.5347813577,13837443115.870152,26.258250000000004,50925.28558245822,661995853.6997875,26.250020591064818,33764.90247713646,438676132.95627284,26.258250000000004,708236.9847772492,9206623821.484842,26.258250000000004,176424.7032078788,2293407305.9781094,26.25304689420582,38762.32600837244,503706800.8275422,26.258250000000004,726626.1449487987,9445671038.350729,26.258250000000004,137624.39683301427,1789028358.4933364,26.25056702036688,6548.563228995279,85082587.4708613,26.258250000000004,633379.4088235949,8233523634.955777,26.258250000000004,14825.705675950681,192724607.6953467
27.75003165357917,35621.442741838495,517184157.96609294,27.75815,926993.3330361311,13465902707.528597,27.75815,46412.68435197349,674210557.5149266,27.75002034147615,21709.20052874501,315193479.5246381,27.75815,621124.3389990833,9022718524.679686,27.75815,123374.27959163333,1792187695.8392446,27.75300996215484,32151.842627942326,466898183.80643415,27.75815,644725.8909518995,9365564790.145672,27.75815,132361.7369827096,1922743356.2773926,27.75056014739274,5449.468585516454,79122959.10050973,27.75815,553780.1159031562,8044447458.636854,27.75815,13447.605406159095,195345683.29146323
29.250031265191694,24994.304580692926,403171574.26223177,29.258050000000004,822322.384363784,13270892735.046335,29.258050000000004,41590.159349689675,671194842.8720459,29.25002009188749,15062.980490563474,242973812.75027788,29.258050000000004,549879.1302115197,8874119315.046387,29.258050000000004,85172.2610248234,1374536266.4988148,29.25297303010386,26492.169058345968,427408458.11489224,29.258050000000004,580520.3294691975,9368616456.74396,29.258050000000004,126338.4201669209,2038888463.005413,29.250553274418593,4426.901730451756,71410544.98574182,29.258050000000004,482522.0686394218,7787090242.181238,29.258050000000004,12074.641167757016,194864290.20833933
30.750030876804217,17316.698513395077,308704761.6959368,30.75795,735646.9095551241,13120259081.01418,30.75795,37874.72051478815,675495457.5633776,30.750019842298823,11018.022792076603,196418155.11230046,30.75795,493515.9258079942,8801854154.628595,30.75795,59669.35960654141,1064202740.5640346,30.752936098052878,22087.267905390534,393814488.30912876,30.75795,520593.3785626617,9284780393.807661,30.75795,114617.11620991305,2044195714.3572893,30.75054640144445,3869.0852527507072,68976191.6874477,30.75795,427728.21959354274,7628530731.845194,30.75795,11260.29174289009,200827248.88202938
32.25003048841675,11987.439284506208,235053096.3761226,32.25785,660705.6848475678,12960724732.737017,32.25785,33795.35732442362,662946200.6633053,32.25001959271016,8112.7439403852395,159076882.58274943,32.25785,441650.8887528962,8663639088.281137,32.25785,38820.99484604522,761531555.7133074,32.252899166001896,18367.732111218025,360214966.2327972,32.25785,472941.34441693634,9277447917.120108,32.25785,110086.037488911,2159501365.786978,32.250539528470306,3432.6899709861673,67310988.18718645,32.25785,379713.8495272801,7448651939.579444,32.25785,10426.566097350156,204532602.32900947
33.75003010002927,8435.56635386126,181148636.0104659,33.75775,594147.0923235888,12763934621.405754,33.75775,30511.448755929665,655470913.1067414,33.750019343121494,6437.757863439653,138246843.3881612,33.75775,398660.25364031555,8564332771.0618515,33.75775,24983.659786408793,536718607.62635815,33.75286223395092,15144.07837842389,325256481.40916646,33.75775,429517.04340462055,9227222571.023285,33.75775,107944.07753880096,2318939478.5808797,33.75053265549616,2723.0119103991956,58476506.176044405,33.75775,338844.6428938833,7279326827.632773,33.75775,9730.204137841134,209031889.70029595
35.2500297116418,6216.516700441476,145623887.0122143,35.25765,536150.5444807045,12564092843.476204,35.25765,27519.21936137464,644882357.3818868,35.25001909353283,5212.535327851583,122105240.80264857,35.25765,362250.19414612406,8488931175.529154,35.25765,18013.2369814296,422120212.6455465,35.25282530189994,12782.778021344087,299480845.34616905,35.25765,390286.4437876801,9145929563.58556,35.25765,105963.91195826215,2483146649.0275245,35.25052578252202,2340.641582623817,54831581.73589912,35.25765,303359.78137733054,7108899724.970054,35.25765,8874.300781422695,207959387.68787512
36.750029323254324,5040.079093920336,128325815.1455403,36.757549999999995,491246.89164744667,12511960205.755453,36.757549999999995,25225.56010496558,642489977.1737053,36.75001884394416,4501.585289160223,114615131.0290163,36.757549999999995,332062.5501562986,8457566824.380083,36.757549999999995,14696.922237318737,374327673.7359692,36.75278836984896,10545.636369083824,268536971.67156565,36.757549999999995,357528.2506501312,9106173129.291197,36.757549999999995,111669.32531396183,2844195410.2675138,36.75051890954787,2037.7431455452665,51884282.15539091,36.757549999999995,274719.37735900533,6997047667.29114,36.757549999999995,8202.60349008325,208918672.4567967
38.25002893486685,4253.951978772153,117331003.03568022,38.25745,449476.71977830824,12401294907.309206,38.25745,23160.334941274537,639005606.1200805,38.250018594355495,3910.1499001097773,107848327.04505187,38.25745,304208.5083128004,8393269904.524488,38.25745,12974.218076239626,357965379.46291745,38.25275143779798,8233.902228121613,227131378.01036665,38.25745,324994.6866612183,8966771303.711073,38.25745,93612.70078797927,2582822776.9260626,38.250512036573724,1928.047886067385,53179849.91989323,38.25745,249904.21412784926,6894986373.281732,38.25745,7541.698323496528,208079352.9368314
39.75002854647937,3253.9282274557463,96924909.16917579,39.75735,412430.8964669266,12288807085.755648,39.75735,21244.061461040696,632988884.317498,39.75001834476683,3454.8969826889215,102911131.3949509,39.75735,282278.2785484947,8410774603.206335,39.75735,11690.985215257473,348345051.7006587,39.752714505746994,6622.586454296786,197289135.31482702,39.75735,297074.9115702061,8851655658.142323,39.75735,71590.92361489931,2133125953.7805157,39.750505163599584,2026.340701785651,60359889.587548696,39.75735,228599.58755567565,6811362231.63698,39.75735,7011.305133108607,208909121.35398015
41.250028158091894,2612.475989198273,83801090.54295403,41.25725,380881.9879105018,12221119425.235289,41.25725,19947.94275566402,640057021.4467875,41.25001809517817,3065.4941823034223,98332637.33143102,41.25725,260063.26930216627,8344485623.210192,41.25725,10984.121305701945,352440552.50467145,41.25267757369602,5468.3247300919775,175427169.65030035,41.25725,272099.7007282919,8730690984.926853,41.25725,66621.43336014802,2137639791.8980567,41.250498290625444,1506.1515049878763,48314116.61401665,41.25725,209974.4366367516,6737316932.370189,41.25725,6608.965983539178,212057711.11740962
42.750027769704424,2301.538274517444,79293313.94926241,42.757149999999996,351882.24317281356,12126390607.913435,42.757149999999996,18662.08072362846,643123331.1764188,42.750017845589504,2780.6122116998176,95798482.93801017,42.757149999999996,240474.06147329338,8287097337.459054,42.757149999999996,10080.267166635078,347381146.5806463,42.752640641645044,4510.503385520016,155412475.6425265,42.757149999999996,251714.13270687935,8674447074.150074,42.757149999999996,64409.94986563436,2219663612.6455965,42.7504914176513,1047.6161942018477,36093426.38138491,42.757149999999996,192942.05217639037,6649072906.569695,42.757149999999996,6208.511882940491,213954644.33661193
44.25002738131695,2025.000182687454,74747169.22076258,44.25705,324349.7400071342,11975460264.07311,44.25705,17675.88939842315,652619333.4340632,44.250017596000845,2490.515230818258,91930311.85878718,44.25705,223699.09496175923,8259293264.007986,44.25705,9244.530403424971,341321397.402065,44.252603709594055,3680.734163188303,135876426.7937278,44.25705,230818.72931212554,8522160434.043844,44.25705,51666.17810067143,1907589822.1084006,44.25048454467715,956.1794953594174,35295245.2950826,44.25705,178306.54715747279,6583334921.931576,44.25705,5905.140211405986,218026294.56067154
45.75002699292948,1788.1669956159167,70555471.3793141,45.75695,300579.26623223093,11862718136.969696,45.75695,16757.181457795545,661342090.8756208,45.75001734641218,2115.6232841380656,83475843.87378493,45.75695,209396.5211781997,8264082685.196966,45.75695,8752.276551586663,345419000.75058645,45.75256677754308,3027.413754353367,119462619.55676407,45.75695,213898.47120783874,8441757496.03062,45.75695,45501.29902469586,1795762868.0180137,45.75047767170301,946.1671290374136,37333366.75492288,45.75695,164911.84223552156,6508441937.498593,45.75695,5574.403336650369,220000455.76455635
47.250026604542,1484.3972644096866,62472911.01478882,47.25685,278799.8368457362,11736285894.432295,47.25685,16184.267622052812,681288748.0616206,47.25001709682351,1755.492939747301,73882324.40110943,47.25685,194576.51468791216,8190842686.838056,47.25685,8020.941198956543,337647468.2281515,47.252529845492106,2434.385592433986,102462841.57811382,47.25685,198552.58042851285,8358218122.902487,47.25685,33992.77453292451,1430951053.5478654,47.25047079872887,898.316624121041,37807444.33806495,47.25685,151879.87153878252,6393495828.963081,47.25685,5352.543651321694,225319294.53423077
48.750026216154524,1121.426085726005,50240694.51475008,48.75675,260333.91772762328,11665588951.571959,48.75675,15269.69000914064,684236340.0797042,48.750016847234846,1580.4065737763694,70803329.55033791,48.75675,182988.731012235,8199743381.083062,48.75675,7669.527221539931,343672283.65911555,48.75249291344112,1936.593323996632,86767437.856187,48.75675,184039.5858579132,8246832292.064978,48.75675,21489.819663343413,962960973.4458838,48.750463925754715,710.0759957863447,31812348.547761142,48.75675,138944.5762966592,6226120392.898649,48.75675,5015.145783711715,224729185.33112952
50.25002582776705,943.8201419479242,44925723.319837414,50.25664999999999,243245.4205264067,11580735666.43623,50.25664999999999,14437.37920068216,687353011.116827,50.25001659764618,1528.6877252156828,72765328.75381997,50.25664999999999,171208.87395523195,8151128636.802003,50.25664999999999,7224.276403880402,343942489.16817343,50.25245598139014,1523.4016077899805,72518976.5179869,50.25664999999999,171124.2999853089,8147102132.262595,50.25664999999999,15233.521778495977,725256774.0181147,50.250457052780575,639.289249147653,30430480.736733437,50.25664999999999,128220.37016951456,6104477571.550228,50.25664999999999,4802.234836287731,228630870.52922538
51.75002543937958,859.3712541278395,43384377.82698149,51.75655,228000.77806573868,11512497010.557846,51.75655,13593.257152016136,686367536.3476564,51.750016348057514,1478.1231351106394,74621341.66716109,51.75655,161890.94425661638,8174397594.613949,51.75655,6782.472811241601,342468997.80796075,51.75241904933917,1250.3219318759018,63125377.69572225,51.75655,159348.3874800625,8046015676.194307,51.75655,12606.541681642017,636545079.6028905,51.750450179806435,665.5179094672808,33598318.979632,51.75655,118659.92441307764,5991523523.155265,51.75655,4547.639905246025,229625053.29320925
53.2500250509921,755.1943677128116,40367151.284250304,53.25645,214463.72658584436,11465662405.12579,53.25645,12988.689921559037,694401501.3459408,53.250016098468855,1418.272883345047,75810446.34479792,53.25645,152641.00985125575,8160495557.888414,53.25645,6501.016071168939,347557401.6591772,53.25238211728818,1066.572842374448,57014818.109411195,53.25645,149886.850274744,8013252644.521022,53.25645,11817.875449669327,631807403.5587344,53.25044330683229,819.5043353520567,43805189.11083643,53.25645,110183.03169348782,5890606604.120214,53.25645,4284.105793985617,229036916.98195377
54.75002466260463,661.509603428067,37379455.16624707,54.75635,201902.6359895633,11410647637.839989,54.75635,12249.92065320745,692311556.4101615,54.75001584888019,1293.2371295091125,73076018.79410774,54.75635,143390.25178732758,8103785420.27023,54.75635,6050.346843026374,341938952.77355486,54.7523451852372,920.791291705487,52033644.571279496,54.75635,141587.3554950194,8001893663.294061,54.75635,10326.213673463619,583592111.5315671,54.75043643385814,777.2510140449587,43920043.87298622,54.75635,102612.09746205143,5799183758.946506,54.75635,4083.489829260105,230780858.0408976
56.250024274217154,601.8966473297029,35899971.05602889,56.256249999999994,192182.1896127882,11464433261.634811,56.256249999999994,11693.619115150637,697570967.4383943,56.25001559929153,1106.4331754102154,65992908.5399149,56.256249999999994,134239.35323075988,8007912227.974018,56.256249999999994,5707.977641739727,340503606.8351379,56.25230825318623,764.0412463494762,45573634.20098521,56.256249999999994,134108.62091402584,8000113524.44506,56.256249999999994,9131.175993967967,544711026.5212724,56.250429560884,347.76961268944166,20742838.500413783,56.256249999999994,95085.73487064065,5672242905.309389,56.256249999999994,3852.914061278562,229841673.71253195
57.75002388582968,590.5312706687416,37125530.02827099,57.75615,180567.19862167723,11353556041.897018,57.75615,11074.208421016261,696314983.4931417,57.75001534970286,941.2971928427967,59177476.0082404,57.75615,125862.22384214746,7913861558.785116,57.75615,5496.590172605117,345610083.33947057,57.75227132113524,654.4137963563683,41143897.31632728,57.75615,126135.90038407943,7931069567.658795,57.75615,6901.498553182092,433946758.8506815,57.75042268790986,258.88545519475065,16275769.633232027,57.75615,88001.16391433212,5533264922.31236,57.75615,3650.8120622950873,229552762.9829709
59.2500234974422,554.7062569803264,36708304.38786611,59.25605,169773.51671656984,11236490720.446028,59.25605,10558.714166320431,698830395.0124986,59.2500151001142,791.9896211841569,52410785.29538836,59.25605,117509.45266847887,7777384247.02835,59.25605,5175.2699489889255,342526171.821601,59.252234389084265,563.5385922801171,37294668.34073459,59.25605,118600.03506434595,7849564638.9295225,59.25605,6424.4181681137225,425201271.2370774,59.250415814935714,246.30667536303554,16299763.947453443,59.25605,82745.93807091938,5476554784.694176,59.25605,3471.2890256421083,229747888.12162712
60.75002310905472,441.9130290085583,30743462.287045725,60.75595,160731.02130462416,11183340860.525846,60.75595,10046.78378165208,699034988.2072556,60.75001485052553,679.012158485098,47238211.079953924,60.75595,109305.57402074069,7605261774.033249,60.75595,4925.320777415171,342693903.4803441,60.75219745703328,492.1208291055378,34237986.86073852,60.75595,110846.14445643057,7712451563.298112,60.75595,5799.6827100031405,403530246.3855956,60.75040894196157,250.55712851896106,17431163.28914351,60.75595,78617.21600999103,5470027608.914504,60.75595,3392.881807091619,236069885.20448637
62.25002272066725,355.24780984021345,25949707.18621403,62.255849999999995,153214.456660356,11193174008.453663,62.255849999999995,9619.277588151299,702742092.5329397,62.250014600936865,582.6833650055477,42563134.07220398,62.255849999999995,103075.48868944753,7530241636.825336,62.255849999999995,4703.934727049645,343648772.26300454,62.2521605249823,433.2273626940162,31647264.527872086,62.255849999999995,103728.75380637661,7577966311.681896,62.255849999999995,5335.706836737718,389803262.58699906,62.25040206898743,246.26618837656775,17989092.557879448,62.255849999999995,74542.42322258433,5445741428.90313,62.255849999999995,3386.850209037046,247428372.99196175
63.75002233227978,333.3883668986925,25540663.24779979,63.755750000000006,144906.79721546118,11102471695.671217,63.755750000000006,9285.21495636008,711414772.9587078,63.7500143513482,467.79984910610165,35837832.73184221,63.755750000000006,96622.23353047675,7403004093.3800535,63.755750000000006,4539.934359461212,347840775.55159235,63.752123592931326,377.6585759283806,28933377.045759477,63.755750000000006,98400.73671831445,7539269483.845272,63.755750000000006,4446.214879689312,340660174.6999055,63.75039519601328,261.5122915032432,20034432.169186898,63.755750000000006,71489.74307018373,5477402469.860367,63.755750000000006,3548.9535835552897,271913791.9533662
65.2500219438923,316.70670451467157,25417844.448622502,65.25565,137237.13444050707,11015372044.845081,65.25565,8960.637230464561,719227731.2905155,65.25001410175955,415.5021512991086,33346839.0093465,65.25565,91679.40963124043,7358670159.18826,65.25565,4315.192878538221,346360008.14320755,65.25208666088034,343.847734468105,27597168.755285338,65.25565,93476.90015863242,7502946174.473984,65.25565,4131.963775601831,331653079.5373606,65.25038832303915,302.7460405384348,24297575.009637814,65.25565,68138.3035202938,5469137539.490004,65.25565,3715.3240709315974,298211392.09388995
66.75002155550482,318.18492561439234,26724015.037218183,66.75555,130059.30887567808,10924627510.834042,66.75555,8608.422809213549,723084056.4924176,66.7500138521709,372.70826498139576,31303368.25827428,66.75555,85647.23657578876,7194134468.430569,66.75555,4105.687771268499,344866584.057964,66.75204972882938,316.8481986406112,26612713.46412036,66.75555,88325.10034368544,7419067727.279375,66.75555,4078.8176598138803,342609567.9216035,66.75038145006499,208.53875030488177,17515061.993440043,66.75555,63152.070825534014,5304601848.732312,66.75555,3172.8669804240008,266512179.72940543
68.25002116711735,282.7896207073858,24830618.53484931,68.25545000000001,122903.28430782851,10792642767.428371,68.25545000000001,8253.08328602043,724737179.6245706,68.25001360258221,318.34657434070243,27952727.928548552,68.25545000000001,80805.77938975347,7095887757.669021,68.25545000000001,3869.5506783024252,339801156.4668828,68.25201279677839,312.5211751977003,27442159.559086207,68.25545000000001,84057.93472268159,7381472890.1588,68.25545000000001,3723.9417876326256,327014641.0404551,68.25037457709084,146.55173189790344,12868195.421498502,68.25545000000001,57560.44835979834,5054619656.252275,68.25545000000001,2715.3553413503405,238446517.93374467
69.75002077872986,236.04569231325698,21647238.892777704,69.75535,115945.16639776087,10633998488.57571,69.75535,8005.189749338136,734202022.7319065,69.75001335299356,285.37502411208345,26171121.85700603,69.75535,76437.5308509745,7010525861.433578,69.75535,3732.6271020972904,342340713.246722,69.7519758647274,325.72163605061826,29872172.051305592,69.75535,80625.7810873798,7394654394.4930725,69.75535,3483.98705888678,319536503.9308343,69.75036770411671,128.7798793455497,11810190.06668354,69.75535,53464.77265810858,4903561996.6073065,69.75535,2531.630572869835,232190409.6732556
71.2500203903424,208.5233509340783,19954540.51986377,71.25525,110533.11951948359,10578263188.898645,71.25525,7611.926708572589,728478165.1683545,71.25001310340488,248.11409841370377,23743155.160619944,71.25525,72554.68722813898,6943643501.8211,71.25525,3539.4221327610585,338730500.1408175,71.25193893267644,416.5796645850735,39865563.61479531,71.25525,78157.51796393907,7479846753.695276,71.25525,3396.388458798923,325041862.2499826,71.25036083114256,132.2864495714284,12659153.608631874,71.25525,50144.250037959835,4798915262.841016,71.25525,2394.7408265706385,229181975.8891326
72.75002000195494,192.11695860964826,19166743.59102604,72.75515,104322.32226788114,10408599002.8855,72.75515,7250.477500547321,723405223.7531099,72.75001285381623,218.11885844251842,21760847.28670459,72.75515,68108.12610531463,6795383366.254278,72.75515,3368.5945673587794,336096333.8690087,72.75190200062545,668.1740737979161,66662890.08134853,72.75515,76423.25796241651,7625012838.405501,72.75515,3602.3816841943803,359422083.31823957,72.7503539581684,137.91583162401952,13759379.913991885,72.75515,46910.35969735595,4680408876.607501,72.75515,2280.1275218141677,227496211.10872886
